clip_id,path,device,material,region,pressure_mpa,flow_ms,noise_category,window,rep,md5,group_id,fold
c7bf1b22c280e,leak acoustic data/ductile iron-NA-0.2817 MPa-4.52 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2817 MPa,4.52 ms,NA,0,,c01f2bbe0af36e703c9542ff41a3950e,g5fcdfb219d,test
c7c7bafde0b29,leak acoustic data/ductile iron-NA-0.3231 MPa-0.10 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3231 MPa,0.10 ms,NA,0,,94a8a471f8aecdbbc47c6071e6dca66c,g0a0ca7697a,train
c7cc01e6ae14a,leak acoustic data/pe-NA-0.306 MPa-0.68 ms-noise logger-0-1.wav,noise logger,pe,NA,0.306 MPa,0.68 ms,NA,0,,e1d9bf6fb7d929d335a67f38c62e6365,g0d80ac505a,val
c7d0533ff4148,leak acoustic data/pe-NA-0.1545 MPa-3.36 ms-noise logger-0-1.wav,noise logger,pe,NA,0.1545 MPa,3.36 ms,NA,0,,db71f923a24bf8534daaf0ebdec4fa06,gdc4d4d1b74,train
c7d0ede0bde8f,leak acoustic data/ductile iron-NA-0.1648 MPa-3.40 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.1648 MPa,3.40 ms,NA,0,1,ad70938d8433ea52f43ee155ddf0b222,g4041b6d26e,val
c7d1d905cef1f,leak acoustic data/ductile iron-NA-0.1507 MPa-3.30 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.1507 MPa,3.30 ms,NA,0,,f02db72152fb19f25247a2bea5a9f493,g23ae8baa16,test
c7dc507b66608,leak acoustic data/pe-NA-0.1771 MPa-3.62 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.1771 MPa,3.62 ms,NA,0,1,2633e79b0db3aebfa0fa6a67ed8aae15,gdc4d4d1b74,train
c7dc9dded05bf,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_4-5_2.wav,noise logger,ductile iron,zone 2,NA,NA,NA,4,2,406d0eae579edba5d39bd62ad64dc036,ga4d5f79c1b,test
c7dead5147aff,environmental noise/dog_3-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,dog_3,4,,2f94f8257d2460d139780cb621c84568,g9c6563d2be,test
c7df0ab24b41f,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_8.wav,noise logger,ductile iron,NA,NA,NA,NA,0,8,bc97a5b3549e2f7390923df43222cd21,g07ac25f1e0,train
c7e04ab2dd189,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_1.wav,noise logger,pe,NA,NA,NA,NA,0,1,89553a76758a3a88e8b15491e222d2b8,g46286703fa,train
c7e51fcee8c07,environmental noise/hydrant_89-NA-noise logger_2-3.wav,noise logger,NA,NA,NA,NA,hydrant_89,2,,4b04625afb7448e3b1278d1c7a7f3c9c,g3f429d8026,train
c7e6cce7e9114,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_2-3.wav,hydrophone,ductile iron,NA,NA,NA,NA,2,,930cea7e0d218526b508401f0ac6ba19,g07ac25f1e0,train
c7f06e1c2f5ea,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_8.wav,noise logger,ductile iron,NA,NA,NA,NA,4,8,62e3cc8d7333f58e5fa72b809db3a0fc,g07ac25f1e0,train
c7f3f9946e92f,leak acoustic data/pe-zone 2-0.3034 MPa-1.55 ms-noise logger-0-1_2.wav,noise logger,pe,zone 2,0.3034 MPa,1.55 ms,NA,0,2,4f7a18007780b97f6fb8d5ef0e644561,g38477c0f25,train
c7f73e03a7c75,leak acoustic data/ductile iron-zone 2-0.315 MPa-1.34 ms-hydrophone-0-1.wav,hydrophone,ductile iron,zone 2,0.315 MPa,1.34 ms,NA,0,,15073554b33dc4680b275d6e436c8ea7,g411f1c3a8a,train
c802f3b37642a,environmental noise/dog_4-NA-noise logger_1-2.wav,noise logger,NA,NA,NA,NA,dog_4,1,,5c107b3e0ad7ab4ccaecbe78a7d88d66,gdb331c1860,val
c80c03ca8d522,leak acoustic data/ductile iron-zone 2-0.3106 MPa-0.77 ms-hydrophone-0-1.wav,hydrophone,ductile iron,zone 2,0.3106 MPa,0.77 ms,NA,0,,f70a58dd38a385479c404f41ed97c7ce,g35d2ca7b03,train
c80de9b64db85,leak acoustic data/ductile iron-zone 2-0.3106 MPa-0.77 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.3106 MPa,0.77 ms,NA,0,1,4966b17266f920020ea2c80afda0b7e7,g35d2ca7b03,train
c8104a15f00d7,environmental noise/rain_3-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,rain_3,4,,1b8afb4740e231ad3f391f38b1a00424,gdcc02653e5,train
c812ba0ae791b,leak acoustic data/ductile iron-zone 2-0.3235 MPa-0.5 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.3235 MPa,0.5 ms,NA,0,1,c71824c986bffcf833d4bb1e39c6921e,gda6e22d87f,train
c815e30cd14f6,leak acoustic data/pvc-zone 1-0.25 MPa-NA-noise logger-0-1_2.wav,noise logger,pvc,zone 1,0.25 MPa,NA,NA,0,2,2f0cf5aa12777305bc8d7a3fc6bf1e54,gf5e9dbcfbb,test
c8289c334c228,no leak acoustic data/pe-zone 1-NA-NA-noise logger_0-1.wav,noise logger,pe,zone 1,NA,NA,NA,0,,5dffc1ab1c0f020a9a3ca215d0953623,gb76766bc43,train
c8298ae5fb0b7,leak acoustic data/ductile iron-NA-0.2339 MPa-4.20 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2339 MPa,4.20 ms,NA,0,,063981c8b5571e57b6f0d6deb49455a6,g31f494f9af,val
c82b1ee194183,no leak acoustic data/steel-zone 1-NA-NA-hydrophone_0-1.wav,hydrophone,steel,zone 1,NA,NA,NA,0,,2523e9576ce5d561d02da6ddc5b983fe,ge9b5969de0,train
c82f40b6adf5c,leak acoustic data/pe-NA-0.1630 MPa-3.45 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.1630 MPa,3.45 ms,NA,0,1,aa194b677d0be933cf9bc419a8b9f8b1,gdc4d4d1b74,train
c833445fa2bb6,no leak acoustic data/steel-zone 1-NA-NA-noise logger_3-4_1.wav,noise logger,steel,zone 1,NA,NA,NA,3,1,425810731ab78a29462c771fa69a151f,ge9b5969de0,train
c83389fc19c95,leak acoustic data/pe-NA-0.1692 MPa-3.55 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.1692 MPa,3.55 ms,NA,0,,4554bb586dd2b0e9668f8bb5f1d8e2de,gb7e2e03764,val
c83bea801ae35,leak acoustic data/ductile iron-NA-0.0650 MPa-2.46 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.0650 MPa,2.46 ms,NA,0,1,925bea38e94549911a4898be30c59993,geba21b61e4,test
c83c93eac34e3,no leak acoustic data/pe-zone 2-NA-NA-noise logger_1-2_3.wav,noise logger,pe,zone 2,NA,NA,NA,1,3,c02f6ee974f74805d1e52d59e6bc3e2e,g3aa9a8f111,val
c83e4c9ff2b59,leak acoustic data/pe-NA-0.3334 MPa-0.94 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3334 MPa,0.94 ms,NA,0,,e54d373a6d0bc6e13f20048ae350625b,ga699d0eafd,train
c8419de8ca9cc,leak acoustic data/pe-NA-0.2242 MPa-3.90 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2242 MPa,3.90 ms,NA,0,1,ee71ba0504dbc1e2459255e8357c37ef,gf98db9952c,train
c844af851eeb1,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_13.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,13,f98e159509b8759c1d7f64bd94876d60,ga4d5f79c1b,test
c852aee3c1dab,leak acoustic data/ductile iron-zone 2-0.326 MPa-1.08 ms-noise logger-0-1.wav,noise logger,ductile iron,zone 2,0.326 MPa,1.08 ms,NA,0,,be140cd12b8a5ca92210fda6089e5f4a,g006526d409,train
c8570a876ecbe,leak acoustic data/pe-NA-0.1545 MPa-3.36 ms-noise logger-0-1_2.wav,noise logger,pe,NA,0.1545 MPa,3.36 ms,NA,0,2,48af08653706a01bdc5a8edaab9ac74a,gdc4d4d1b74,train
c85a853783a42,leak acoustic data/pe-NA-0.3110 MPa-0.5 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3110 MPa,0.5 ms,NA,0,,6546023076ddd45eb27c0b5b74747465,ge2fad8cda7,test
c85aa27f9face,leak acoustic data/ductile iron-NA-0.2866 MPa-4.50 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.2866 MPa,4.50 ms,NA,0,,39d28a6a0847e054297525806fe814f0,ge4eb0c7012,val
c85be469ebf1e,leak acoustic data/ductile iron-NA-0.3179 MPa-0.51 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3179 MPa,0.51 ms,NA,0,,94f4e1d42bfabb62abefcb4ca8b93b51,gfe9a7ba473,val
c860f8bb28ec5,leak acoustic data/pe-NA-0.3265 MPa-1.62 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.3265 MPa,1.62 ms,NA,0,1,2d30bedf7f1f8d236b25173d450cf821,gaff98a88ce,test
c86336a54b952,leak acoustic data/ductile iron-NA-0.3303 MPa-0.25 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3303 MPa,0.25 ms,NA,0,1,ff7e9318567cdabab0fa909bc3d8b3b2,g3fccbf4247,train
c8666274626ed,no leak acoustic data/pe-NA-NA-NA-noise logger_3-4_8.wav,noise logger,pe,NA,NA,NA,NA,3,8,b9582675da4d4d5b5216a81d867026bd,g46286703fa,train
c86807311a1d3,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_0-1_5.wav,hydrophone,ductile iron,NA,NA,NA,NA,0,5,4fdfbddff5551e06412a35c9bd90d5f0,g07ac25f1e0,train
c86859a40b920,leak acoustic data/ductile iron-NA-0.3181 MPa-0.94 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3181 MPa,0.94 ms,NA,0,1,8b138238987b2557f3f5df9d18bebedf,g1e056ca4d1,train
c86c33e2a1b2d,leak acoustic data/ductile iron-zone 2-0.3106 MPa-0.77 ms-noise logger-0-1_5.wav,noise logger,ductile iron,zone 2,0.3106 MPa,0.77 ms,NA,0,5,c0ea17f7779af9b04b1105bd1e19eeec,g35d2ca7b03,train
c8748a4c7ffc7,leak acoustic data/pe-zone 2-0.3034 MPa-1.55 ms-noise logger-0-1_1.wav,noise logger,pe,zone 2,0.3034 MPa,1.55 ms,NA,0,1,96e36e17fd1967a39e9f39236cd048e4,g38477c0f25,train
c87fa36a32946,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_13.wav,noise logger,pe,zone 2,NA,NA,NA,0,13,6c7ec52768d75090808a82623578ceee,g3aa9a8f111,val
c87fec72e724a,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_19.wav,noise logger,pe,NA,NA,NA,NA,0,19,9746ee8fd1eb75205f8e05efe0acd59f,g46286703fa,train
c88183e8e712f,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_0-1_6.wav,hydrophone,pe,zone 2,NA,NA,NA,0,6,04aec5f0f67c6383333a91cd264a3499,g3aa9a8f111,val
c883d3972e62d,environmental noise/wind-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,wind,4,,394aaa42ccb268661c6e49918aef2e2e,g006630ce38,train
c88dfa84df965,leak acoustic data/pe-NA-0.2269 MPa-3.95 ms-noise logger-0-1.wav,noise logger,pe,NA,0.2269 MPa,3.95 ms,NA,0,,66c9f7e2a27c333769586fa72a006dd3,gf98db9952c,train
c89cb224bcb40,environmental noise/drilling_5-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,drilling_5,4,,69654cd89be4c2d8a48e5cf30a626d8e,gf3aff34474,train
c89f076f1c7aa,leak acoustic data/ductile iron-zone 2-0.3269 MPa-1.40 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.3269 MPa,1.40 ms,NA,0,1,39986d4a8ad24892dc2e92e489c480d2,gd7836f4d3a,test
c8a3d82b06360,environmental noise/drilling_8-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,drilling_8,0,,4f801c84a4809d8a9e81155ca5a8cd7c,g9ab0cbcb70,train
c8a65c39db3c5,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_6.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,6,d784e65311c6f313fbeb11dc035b33c7,ga4d5f79c1b,test
c8a7e32978d46,no leak acoustic data/pe-NA-NA-NA-noise logger_2-3_8.wav,noise logger,pe,NA,NA,NA,NA,2,8,e4f93511ad04f75eeaaa29a07e175b94,g46286703fa,train
c8b1af5e2da91,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1.wav,noise logger,ductile iron,NA,NA,NA,NA,0,,d9f8b3a26fd57cdccda8568074891234,g07ac25f1e0,train
c8b448b044428,leak acoustic data/ductile iron-zone 1-0.25 MPa-NA-noise logger-0-1_2.wav,noise logger,ductile iron,zone 1,0.25 MPa,NA,NA,0,2,93de6da578ebd8cb19a1e608eeb80eb2,ge9bff57254,val
c8b7ec1ee29c4,leak acoustic data/pe-NA-0.3138 MPa-0.69 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.3138 MPa,0.69 ms,NA,0,1,19ad690c871cbe38387cf58f7e72a783,g0fdfb0d43f,train
c8c938430e85c,leak acoustic data/pe-NA-0.3223 MPa-1.00 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3223 MPa,1.00 ms,NA,0,,6e285ccd9b25e4f95cc80a9529b9e48b,ge188dad1c5,train
c8cf03902087e,leak acoustic data/ductile iron-NA-0.1507 MPa-3.30 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.1507 MPa,3.30 ms,NA,0,1,4d54ba8e3c17268cc63c3e9e1e2e83b9,g23ae8baa16,test
c8d05c1cdb97b,leak acoustic data/ductile iron-NA-0.32 MPa-NA-noise logger-0-1.wav,noise logger,ductile iron,NA,0.32 MPa,NA,NA,0,,531c390b703de0b8732dfbe6659270e2,gbc971f304e,val
c8d0d0afd62a3,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_1-2.wav,noise logger,ductile iron,zone 2,NA,NA,NA,1,,400e04c8d99b17ceab65456c9a9bb447,ga4d5f79c1b,test
c8d19965fb166,environmental noise/rain-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,rain,3,,d93de9e67b8c8a76c32e174401f2a2f5,g4db42c620a,train
c8d37b4ba189b,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_4-5_5.wav,hydrophone,ductile iron,NA,NA,NA,NA,4,5,0c9ec333a6a7917f1e1af13df344ead1,g07ac25f1e0,train
c8d48dd85a19f,leak acoustic data/pe-NA-0.2495 MPa-4.33 ms-noise logger-0-1.wav,noise logger,pe,NA,0.2495 MPa,4.33 ms,NA,0,,808ed3b12a194da6b0a2b82740ad3fd9,gdc4d4d1b74,train
c8d535525cf9d,leak acoustic data/ductile iron-NA-0.3272 MPa-0.59 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.3272 MPa,0.59 ms,NA,0,,9fe7412ff507ee70b3b9ac032bde614d,g8666d97f53,train
c8d802984e871,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_14.wav,noise logger,ductile iron,NA,NA,NA,NA,4,14,88b7fb6fbfee6c8d650afe390bc5a66e,g07ac25f1e0,train
c8dcd2918af81,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3.wav,noise logger,pe,zone 2,NA,NA,NA,2,,a5942c45675d7435b3bd59762ed9ded3,g3aa9a8f111,val
c8dce039c2d7a,leak acoustic data/ductile iron-NA-0.3181 MPa-0.83 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.3181 MPa,0.83 ms,NA,0,,c9ebbfeb0c4494bf67e882af5ecad4e6,ga1018a2cf2,test
c8e4146e3a0e9,leak acoustic data/pe-zone 2-0.3053 MPa-1.6 ms-noise logger-0-1.wav,noise logger,pe,zone 2,0.3053 MPa,1.6 ms,NA,0,,42207256799c40375964158dee90a9e4,ga8902ae579,train
c8e9314d827ea,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_1-2_5.wav,noise logger,ductile iron,zone 2,NA,NA,NA,1,5,aa155c26ae611f4aa64d65f273087a83,ga4d5f79c1b,test
c8ed223ec41db,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_13.wav,noise logger,ductile iron,NA,NA,NA,NA,0,13,50649a040d3134df2ecaa22043b63ab2,g07ac25f1e0,train
c8f1e38ca2320,environmental noise/rain-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,rain,4,,18fcbd85807cc70da92d3f49d0428591,g4db42c620a,train
c8f34320f5bde,leak acoustic data/ductile iron-zone 2-0.3106 MPa-0.77 ms-noise logger-0-1.wav,noise logger,ductile iron,zone 2,0.3106 MPa,0.77 ms,NA,0,,6ea8f5f16e0fcc5cb3b10ed4071a16c6,g35d2ca7b03,train
c8f382e0e7dde,leak acoustic data/steel-zone 1-0.32 MPa-NA-noise logger-0-1.wav,noise logger,steel,zone 1,0.32 MPa,NA,NA,0,,d928147112d1fc1642f3dddf0251a459,g9d6e9c58a4,val
c8f48aa5f2ed9,no leak acoustic data/pe-zone 2-NA-NA-noise logger_4-5_2.wav,noise logger,pe,zone 2,NA,NA,NA,4,2,43e785b030089a149be75a7bdf9c1e54,g3aa9a8f111,val
c8f8340030ca2,leak acoustic data/ductile iron-zone 2-0.3177 MPa-1.15 ms-hydrophone-0-1.wav,hydrophone,ductile iron,zone 2,0.3177 MPa,1.15 ms,NA,0,,06012aadb8b781cf897302770b314f78,g104fec80fe,train
c8fd6dd25e265,no leak acoustic data/pe-NA-NA-NA-hydrophone_4-5.wav,hydrophone,pe,NA,NA,NA,NA,4,,24fac591e51c5b4bf607f19b5f43afc1,g46286703fa,train
c8febabd06638,leak acoustic data/pe-NA-0.32 MPa-NA-noise logger-0-1.wav,noise logger,pe,NA,0.32 MPa,NA,NA,0,,342438dd05962e42a7c39de43039f2c0,g6b91da5261,train
c904486cd13fd,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_18.wav,noise logger,pe,NA,NA,NA,NA,0,18,62b7ad57446a5e0c2b9809341b426302,g46286703fa,train
c908e3b026c1f,environmental noise/drilling_6-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,drilling_6,0,,27253553c92549413261387b6de07961,gbc0afdae0e,test
c9090ce314855,leak acoustic data/pe-NA-0.1630 MPa-3.45 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.1630 MPa,3.45 ms,NA,0,,57badf97fa2f1f3321fc48c51bf7232c,gdc4d4d1b74,train
c90a13e339fd7,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_11.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,11,030eda0f7641c76cd73d0a99cf7bcd87,ga4d5f79c1b,test
c90d82de37d23,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3_5.wav,noise logger,pe,zone 2,NA,NA,NA,2,5,a295be76dc12e0e1119523f2b7bf6f83,g3aa9a8f111,val
c90f39c899ec2,leak acoustic data/ductile iron-NA-0.3248 MPa-1.05 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3248 MPa,1.05 ms,NA,0,,67f495d5ffac328db1a41be5f4cdf657,g1052d23d66,val
c91c3356799ef,environmental noise/dog_6-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,dog_6,0,,9f40da03ae1c1811438f78338b6da985,g92623985c2,test
c91fb50f4819b,leak acoustic data/ductile iron-NA-0.3238 MPa-0.45 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3238 MPa,0.45 ms,NA,0,,ebac71cea8aec0feb4c300f629c1219f,gf46d1a8b5c,train
c921405b9265a,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3_2.wav,noise logger,pe,zone 2,NA,NA,NA,2,2,4bad2eb9edf79bee37235ecf3e86b2d5,g3aa9a8f111,val
c9255e1d09808,leak acoustic data/pe-NA-0.2742 MPa-4.18 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2742 MPa,4.18 ms,NA,0,1,d34e9aa137aa4a4670d6be313187c5cc,gbcf550a5ee,train
c929c87aa1b42,leak acoustic data/ductile iron-NA-0.1545 MPa-3.40 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.1545 MPa,3.40 ms,NA,0,,356ad079f093b6b16bd807454febbf5f,gdc4d4d1b74,train
c932622897519,no leak acoustic data/pe-zone 2-NA-NA-noise logger_4-5_5.wav,noise logger,pe,zone 2,NA,NA,NA,4,5,602758a982c2402f46fb033583d94c01,g3aa9a8f111,val
c9340312e6037,leak acoustic data/ductile iron-NA-0.0717 MPa-2.09 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.0717 MPa,2.09 ms,NA,0,,d2882abf5c5d0a2ef24d6387289ae4de,g687b1c097c,train
c93f64081ea7c,environmental noise/hydrant_89-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,hydrant_89,4,,3a31a2d12cf13c2fc21a5bb857dea2a3,g3f429d8026,train
c941c8e5932f1,leak acoustic data/ductile iron-NA-0.2242 MPa-3.90 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2242 MPa,3.90 ms,NA,0,,88de50b5d0b6f3a38682210e479c6949,gf98db9952c,train
c945fefa7c7c7,no leak acoustic data/pe-NA-NA-NA-noise logger_4-5_3.wav,noise logger,pe,NA,NA,NA,NA,4,3,303a67eb39498324aa8783f48f7bbbfc,g46286703fa,train
c94994b56ea72,leak acoustic data/pvc-zone 1-0.25 MPa-NA-noise logger-0-1.wav,noise logger,pvc,zone 1,0.25 MPa,NA,NA,0,,3c8cbdcce351ebe33ccbd652bcdeb596,gf5e9dbcfbb,test
c94d772aedd3d,leak acoustic data/pe-zone 2-NA-NA-noise logger-0-1_1.wav,noise logger,pe,zone 2,NA,NA,NA,0,1,76d3176c71ee1fc76197ca175504730c,gd2cdf4b672,test
c95079e715e90,leak acoustic data/ductile iron-NA-0.3441 MPa-0.22 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3441 MPa,0.22 ms,NA,0,,fb971da841b02bdd0f32b68154f71cad,g71c7290dc4,train
c9525342ac0bb,leak acoustic data/ductile iron-NA-0.1949 MPa-2.02 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.1949 MPa,2.02 ms,NA,0,1,02a86d46d09ba33916e1223efebdf69b,gc88aa3442a,train
c95340245af0b,leak acoustic data/pe-NA-0.3130 MPa-0.38 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3130 MPa,0.38 ms,NA,0,,2ebc4f9a69b79b635508a3daa302cb31,g7cbbdd18a2,train
c954d8c15dced,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_0-1_8.wav,hydrophone,ductile iron,NA,NA,NA,NA,0,8,cd0cd03a8a72beba3ff41075412fa00c,g07ac25f1e0,train
c9579263ee8c5,leak acoustic data/pe-NA-0.1648 MPa-3.40 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.1648 MPa,3.40 ms,NA,0,,9c47c89735e3fe35e2b8a11e02e1e421,g4041b6d26e,val
c95aeeb894813,leak acoustic data/ductile iron-NA-0.2428 MPa-3.92 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.2428 MPa,3.92 ms,NA,0,,9b8bc60260e8655b72d46cc5107733a6,gebc8b2a613,val
c95f22e51a977,leak acoustic data/steel-zone 1-0.25 MPa-NA-noise logger-0-1_1.wav,noise logger,steel,zone 1,0.25 MPa,NA,NA,0,1,df309580a9875ff0fa68d51ab853b397,g889c1c063a,test
c966d58c8fbbc,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3_10.wav,noise logger,pe,zone 2,NA,NA,NA,2,10,cf857278b19ce5bb328d4577214dd299,g3aa9a8f111,val
c970bd9df6a66,leak acoustic data/pe-NA-0.2320 MPa-3.78 ms-noise logger-0-1.wav,noise logger,pe,NA,0.2320 MPa,3.78 ms,NA,0,,e945b7b3fee48bdb2ecf74ca0d557d1c,g04801441ef,val
c974636289026,no leak acoustic data/steel-zone 1-NA-NA-noise logger_0-1_2.wav,noise logger,steel,zone 1,NA,NA,NA,0,2,dcdd5001031577b999c25479d9ee739b,ge9b5969de0,train
c977205a20157,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_13.wav,noise logger,pe,NA,NA,NA,NA,0,13,d6a183205c18481bcece35f89a63612d,g46286703fa,train
c97894a44afd8,no leak acoustic data/pe-NA-NA-NA-noise logger_4-5_10.wav,noise logger,pe,NA,NA,NA,NA,4,10,dec649d52a949300fbf7d02f92846af3,g46286703fa,train
c97e2fbf49b5d,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_7.wav,noise logger,pe,NA,NA,NA,NA,0,7,c1abf1807503c25da508ad291a1b7c81,g46286703fa,train
c97e8c72149a6,leak acoustic data/ductile iron-zone 2-0.315 MPa-1.34 ms-hydrophone-0-1_1.wav,hydrophone,ductile iron,zone 2,0.315 MPa,1.34 ms,NA,0,1,6ee79b682d961afc900debab5611813f,g411f1c3a8a,train
c9800a2902967,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2_7.wav,noise logger,pe,NA,NA,NA,NA,1,7,642c19989ceecb9a551ec0dc41bfe09e,g46286703fa,train
c99c85e0af482,no leak acoustic data/steel-zone 1-NA-NA-noise logger_0-1_1.wav,noise logger,steel,zone 1,NA,NA,NA,0,1,27559e5a8ee009349d9083ba96ade8d5,ge9b5969de0,train
c9a1df55e1ecd,leak acoustic data/pe-NA-0.1767 MPa-3.50 ms-noise logger-0-1.wav,noise logger,pe,NA,0.1767 MPa,3.50 ms,NA,0,,2fdcb97b24491c0428e1403cbde69241,g11974daa56,val
c9ab733ae4c2a,leak acoustic data/ductile iron-zone 2-0.3251 MPa-1.26 ms-hydrophone-0-1.wav,hydrophone,ductile iron,zone 2,0.3251 MPa,1.26 ms,NA,0,,d34955499e87771bd342027cb1f7b20c,g9b81f0fded,train
c9b03c607dbd2,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_4.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,4,36aef28d3153c29c06605f0e9a0c36f4,ga4d5f79c1b,test
c9b180fd6c818,leak acoustic data/pe-NA-0.2425 MPa-4.01 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2425 MPa,4.01 ms,NA,0,1,9e6069a11c6ceb427dccf1c5f0a448e7,gd5a38bc872,train
c9c22a3a7bbb1,leak acoustic data/ductile iron-zone 2-0.3202 MPa-0.15 ms-noise logger-0-1.wav,noise logger,ductile iron,zone 2,0.3202 MPa,0.15 ms,NA,0,,7c67cbce6efafe731073e883c646e1df,g9f1bfc309c,train
c9c315e1f2ebe,no leak acoustic data/ductile iron-zone 2-NA-NA-hydrophone_4-5_3.wav,hydrophone,ductile iron,zone 2,NA,NA,NA,4,3,0ccfe83c6a0ec96d91914ad1c90038b7,ga4d5f79c1b,test
c9c3e92124764,environmental noise/grass noise-zone 2-noise logger_0-1_1.wav,noise logger,NA,zone 2,NA,NA,grass noise,0,1,e25aa081ebb184b58ca43a214ac5e134,g5ac5d63683,test
c9c6b1e4bb816,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_12.wav,noise logger,ductile iron,NA,NA,NA,NA,4,12,db09027c86e18c4ab55dcafe5b4e69b0,g07ac25f1e0,train
c9da56ced9783,no leak acoustic data/ductile iron-zone 1-NA-NA-noise logger_0-1_3.wav,noise logger,ductile iron,zone 1,NA,NA,NA,0,3,07ec8c7850349c9b750dee3efc7f753b,gd2da168526,train
